Class,Course,Term Name,Class Ave,Class Ave,Credits,
PSYC204-201409,PSYC204,F2014,B,3.00,3.00,
PSYC204-201501,PSYC204,W2015,B,3.00,3.00,
PSYC204-201509,PSYC204,F2015,B+,3.30,3.00,
PSYC204-201601,PSYC204,W2016,B-,2.70,3.00,
PSYC204-201605,PSYC204,S2016,B+,3.30,3.00,
PSYC204-201609,PSYC204,F2016,B+,3.30,3.00,
PSYC204-201701,PSYC204,W2017,A-,3.70,3.00,
PSYC204-201705,PSYC204,S2017,A-,3.70,3.00,
PSYC204-201709,PSYC204,F2017,B+,3.30,3.00,
PSYC204-201801,PSYC204,W2018,A-,3.70,3.00,
PSYC204-201805,PSYC204,S2018,B+,3.30,3.00,
PSYC204-201809,PSYC204,F2018,B,3.00,3.00,
PSYC204-201901,PSYC204,W2019,B+,3.30,3.00,
PSYC204-201905,PSYC204,S2019,B+,3.30,3.00,
PSYC204-201909,PSYC204,F2019,B+,3.30,3.00,
PSYC204-202005,PSYC204,S2020,A-,3.70,3.00,
PSYC204-202009,PSYC204,F2020,A-,3.70,3.00,
PSYC204-202101,PSYC204,W2021,A-,3.70,3.00,
PSYC204-202105,PSYC204,S2021,A-,3.70,3.00,
PSYC204-202109,PSYC204,F2021,B+,3.30,3.00,
PSYC204-202201,PSYC204,W2022,A-,3.70,3.00,
PSYC204-202205,PSYC204,S2022,A,4.00,3.00,
PSYC204-202209,PSYC204,F2022,B+,3.30,3.00,
PSYC204-202301,PSYC204,W2023,A-,3.70,3.00,
PSYC204-202305,PSYC204,S2023,B+,3.30,3.00,
PSYC204-202309,PSYC204,F2023,B+,3.30,3.00,
PSYC204-202401,PSYC204,W2024,B+,3.30,3.00,
PSYC204-202409,PSYC204,F2024,A-,3.70,3.00,
PSYC204-202501,PSYC204,W2025,A-,3.70,3.00,
PSYC211-201201,PSYC211,W2012,B,3.00,3.00,
PSYC211-201501,PSYC211,W2015,B,3.00,3.00,
PSYC211-201509,PSYC211,F2015,B,3.00,3.00,
PSYC211-201609,PSYC211,F2016,B,3.00,3.00,
PSYC211-201709,PSYC211,F2017,B,3.00,3.00,
PSYC211-201809,PSYC211,F2018,B,3.00,3.00,
PSYC211-201905,PSYC211,S2019,A-,3.70,3.00,
PSYC211-201909,PSYC211,F2019,B,3.00,3.00,
PSYC211-202005,PSYC211,S2020,B,3.00,3.00,
PSYC211-202009,PSYC211,F2020,A-,3.70,3.00,
PSYC211-202105,PSYC211,S2021,B,3.00,3.00,
PSYC211-202109,PSYC211,F2021,A,4.00,3.00,
PSYC211-202201,PSYC211,W2022,B-,2.70,3.00,
PSYC211-202205,PSYC211,S2022,C+,2.30,3.00,
PSYC211-202209,PSYC211,F2022,B,3.00,3.00,
PSYC211-202305,PSYC211,S2023,B-,2.70,3.00,
PSYC211-202309,PSYC211,F2023,B,3.00,3.00,
PSYC211-202409,PSYC211,F2024,B,3.00,3.00,
PSYC212-201209,PSYC212,F2012,B,3.00,3.00,
PSYC212-201309,PSYC212,F2013,B,3.00,3.00,
PSYC212-201501,PSYC212,W2015,B-,2.70,3.00,
PSYC212-201601,PSYC212,W2016,B,3.00,3.00,
PSYC212-201701,PSYC212,W2017,B+,3.30,3.00,
PSYC212-201801,PSYC212,W2018,B+,3.30,3.00,
PSYC212-201805,PSYC212,S2018,B+,3.30,3.00,
PSYC212-201901,PSYC212,W2019,B+,3.30,3.00,
PSYC212-201905,PSYC212,S2019,A-,3.70,3.00,
PSYC212-202101,PSYC212,W2021,A-,3.70,3.00,
PSYC212-202201,PSYC212,W2022,A-,3.70,3.00,
PSYC212-202301,PSYC212,W2023,B+,3.30,3.00,
PSYC212-202401,PSYC212,W2024,B+,3.30,3.00,
PSYC212-202409,PSYC212,F2024,B+,3.30,3.00,
PSYC212-202501,PSYC212,W2025,B+,3.30,3.00,
PSYC213-201501,PSYC213,W2015,B,3.00,3.00,
PSYC213-201601,PSYC213,W2016,B,3.00,3.00,
PSYC213-201701,PSYC213,W2017,B+,3.30,3.00,
PSYC213-201801,PSYC213,W2018,B+,3.30,3.00,
PSYC213-201805,PSYC213,S2018,B,3.00,3.00,
PSYC213-201901,PSYC213,W2019,B,3.00,3.00,
PSYC213-201905,PSYC213,S2019,B,3.00,3.00,
PSYC213-202005,PSYC213,S2020,A-,3.70,3.00,
PSYC213-202101,PSYC213,W2021,A-,3.70,3.00,
PSYC213-202105,PSYC213,S2021,A-,3.70,3.00,
PSYC213-202109,PSYC213,F2021,B+,3.30,3.00,
PSYC213-202205,PSYC213,S2022,A-,3.70,3.00,
PSYC213-202301,PSYC213,W2023,B+,3.30,3.00,
PSYC213-202305,PSYC213,S2023,B+,3.30,3.00,
PSYC213-202309,PSYC213,F2023,A,4.00,3.00,
PSYC213-202401,PSYC213,W2024,B+,3.30,3.00,
PSYC213-202409,PSYC213,F2024,A,4.00,3.00,
PSYC213-202501,PSYC213,W2025,B+,3.30,3.00,
PSYC215-201201,PSYC215,W2012,B+,3.30,3.00,
PSYC215-201209,PSYC215,F2012,C+,2.30,3.00,
PSYC215-201309,PSYC215,F2013,B-,2.70,3.00,
PSYC215-201401,PSYC215,W2014,B,3.00,3.00,
PSYC215-201409,PSYC215,F2014,B-,2.70,3.00,
PSYC215-201501,PSYC215,W2015,B,3.00,3.00,
PSYC215-201509,PSYC215,F2015,B,3.00,3.00,
PSYC215-201601,PSYC215,W2016,B+,3.30,3.00,
PSYC215-201609,PSYC215,F2016,B,3.00,3.00,
PSYC215-201701,PSYC215,W2017,B,3.00,3.00,
PSYC215-201709,PSYC215,F2017,B,3.00,3.00,
PSYC215-201801,PSYC215,W2018,B+,3.30,3.00,
PSYC215-201809,PSYC215,F2018,B,3.00,3.00,
PSYC215-201901,PSYC215,W2019,B+,3.30,3.00,
PSYC215-201905,PSYC215,S2019,B+,3.30,3.00,
PSYC215-201909,PSYC215,F2019,B,3.00,3.00,
PSYC215-202009,PSYC215,F2020,B+,3.30,3.00,
PSYC215-202101,PSYC215,W2021,A-,3.70,3.00,
PSYC215-202109,PSYC215,F2021,B+,3.30,3.00,
PSYC215-202201,PSYC215,W2022,A-,3.70,3.00,
PSYC215-202209,PSYC215,F2022,A-,3.70,3.00,
PSYC215-202301,PSYC215,W2023,B-,2.70,3.00,
PSYC215-202309,PSYC215,F2023,B,3.00,3.00,
PSYC215-202401,PSYC215,W2024,B+,3.30,3.00,
PSYC215-202409,PSYC215,F2024,B,3.00,3.00,
PSYC215-202501,PSYC215,W2025,B+,3.30,3.00,
PSYC301-201709,PSYC301,F2017,B+,3.30,3.00,
PSYC301-201809,PSYC301,F2018,B-,2.70,3.00,
PSYC301-201909,PSYC301,F2019,B-,2.70,3.00,
PSYC302-201609,PSYC302,F2016,B+,3.30,3.00,
PSYC302-201901,PSYC302,W2019,B,3.00,3.00,
PSYC302-202101,PSYC302,W2021,A-,3.70,3.00,
PSYC302-202201,PSYC302,W2022,B,3.00,3.00,
PSYC302-202301,PSYC302,W2023,B,3.00,3.00,
PSYC302-202401,PSYC302,W2024,B,3.00,3.00,
PSYC303-202409,PSYC303,F2024,A-,3.70,3.00,
PSYC304-201509,PSYC304,F2015,B+,3.30,3.00,
PSYC304-201709,PSYC304,F2017,A-,3.70,3.00,
PSYC304-201805,PSYC304,S2018,A-,3.70,3.00,
PSYC304-201809,PSYC304,F2018,B+,3.30,3.00,
PSYC304-201905,PSYC304,S2019,A-,3.70,3.00,
PSYC304-201909,PSYC304,F2019,B+,3.30,3.00,
PSYC304-202005,PSYC304,S2020,A,4.00,3.00,
PSYC304-202009,PSYC304,F2020,A-,3.70,3.00,
PSYC304-202105,PSYC304,S2021,A-,3.70,3.00,
PSYC304-202109,PSYC304,F2021,B,3.00,3.00,
PSYC304-202205,PSYC304,S2022,A-,3.70,3.00,
PSYC304-202209,PSYC304,F2022,A-,3.70,3.00,
PSYC304-202305,PSYC304,S2023,A-,3.70,3.00,
PSYC304-202309,PSYC304,F2023,A-,3.70,3.00,
PSYC304-202405,PSYC304,S2024,B+,3.30,3.00,
PSYC304-202409,PSYC304,F2024,A-,3.70,3.00,
PSYC305-201301,PSYC305,W2013,B+,3.30,3.00,
PSYC305-201501,PSYC305,W2015,A-,3.70,3.00,
PSYC305-201505,PSYC305,S2015,B+,3.30,3.00,
PSYC305-201509,PSYC305,F2015,B+,3.30,3.00,
PSYC305-201601,PSYC305,W2016,B+,3.30,3.00,
PSYC305-201609,PSYC305,F2016,B+,3.30,3.00,
PSYC305-201701,PSYC305,W2017,B+,3.30,3.00,
PSYC305-201705,PSYC305,S2017,A-,3.70,3.00,
PSYC305-201709,PSYC305,F2017,B+,3.30,3.00,
PSYC305-201801,PSYC305,W2018,B+,3.30,3.00,
PSYC305-201805,PSYC305,S2018,B,3.00,3.00,
PSYC305-201809,PSYC305,F2018,B,3.00,3.00,
PSYC305-201901,PSYC305,W2019,B+,3.30,3.00,
PSYC305-201905,PSYC305,S2019,B+,3.30,3.00,
PSYC305-201909,PSYC305,F2019,A-,3.70,3.00,
PSYC305-202005,PSYC305,S2020,A-,3.70,3.00,
PSYC305-202009,PSYC305,F2020,A-,3.70,3.00,
PSYC305-202101,PSYC305,W2021,A-,3.70,3.00,
PSYC305-202105,PSYC305,S2021,A-,3.70,3.00,
PSYC305-202109,PSYC305,F2021,A-,3.70,3.00,
PSYC305-202201,PSYC305,W2022,A-,3.70,3.00,
PSYC305-202205,PSYC305,S2022,B+,3.30,3.00,
PSYC305-202209,PSYC305,F2022,A,4.00,3.00,
PSYC305-202301,PSYC305,W2023,B+,3.30,3.00,
PSYC305-202305,PSYC305,S2023,A-,3.70,3.00,
PSYC305-202309,PSYC305,F2023,A,4.00,3.00,
PSYC305-202401,PSYC305,W2024,B,3.00,3.00,
PSYC305-202405,PSYC305,S2024,B+,3.30,3.00,
PSYC305-202409,PSYC305,F2024,B,3.00,3.00,
PSYC305-202501,PSYC305,W2025,B,3.00,3.00,
PSYC306-202301,PSYC306,W2023,B+,3.30,3.00,
PSYC306-202401,PSYC306,W2024,A,4.00,3.00,
PSYC306-202409,PSYC306,F2024,A-,3.70,3.00,
PSYC309-202405,PSYC309,S2024,B+,3.30,3.00,
PSYC310-201301,PSYC310,W2013,B+,3.30,3.00,
PSYC310-201801,PSYC310,W2018,A-,3.70,3.00,
PSYC310-201901,PSYC310,W2019,B+,3.30,3.00,
PSYC310-201909,PSYC310,F2019,B+,3.30,3.00,
PSYC310-202009,PSYC310,F2020,A-,3.70,3.00,
PSYC310-202109,PSYC310,F2021,B+,3.30,3.00,
PSYC310-202309,PSYC310,F2023,B+,3.30,3.00,
PSYC311-201509,PSYC311,F2015,B+,3.30,3.00,
PSYC311-201605,PSYC311,S2016,B+,3.30,3.00,
PSYC311-201609,PSYC311,F2016,B+,3.30,3.00,
PSYC311-201705,PSYC311,S2017,B+,3.30,3.00,
PSYC311-201709,PSYC311,F2017,B+,3.30,3.00,
PSYC311-201805,PSYC311,S2018,B+,3.30,3.00,
PSYC311-201809,PSYC311,F2018,B+,3.30,3.00,
PSYC311-201905,PSYC311,S2019,B-,2.70,3.00,
PSYC311-201909,PSYC311,F2019,B+,3.30,3.00,
PSYC311-202005,PSYC311,S2020,B+,3.30,3.00,
PSYC311-202009,PSYC311,F2020,B+,3.30,3.00,
PSYC311-202105,PSYC311,S2021,B+,3.30,3.00,
PSYC311-202109,PSYC311,F2021,B,3.00,3.00,
PSYC311-202205,PSYC311,S2022,B,3.00,3.00,
PSYC311-202209,PSYC311,F2022,B,3.00,3.00,
PSYC311-202309,PSYC311,F2023,B,3.00,3.00,
PSYC311-202405,PSYC311,S2024,B-,2.70,3.00,
PSYC311-202409,PSYC311,F2024,B+,3.30,3.00,
PSYC315-201609,PSYC315,F2016,B+,3.30,3.00,
PSYC315-201709,PSYC315,F2017,B+,3.30,3.00,
PSYC315-201801,PSYC315,W2018,B+,3.30,3.00,
PSYC315-201809,PSYC315,F2018,B+,3.30,3.00,
PSYC315-201909,PSYC315,F2019,A-,3.70,3.00,
PSYC315-202101,PSYC315,W2021,A-,3.70,3.00,
PSYC315-202201,PSYC315,W2022,A-,3.70,3.00,
PSYC315-202301,PSYC315,W2023,A,4.00,3.00,
PSYC315-202401,PSYC315,W2024,A,4.00,3.00,
PSYC317-201509,PSYC317,F2015,B,3.00,3.00,
PSYC318-201601,PSYC318,W2016,B+,3.30,3.00,
PSYC318-201701,PSYC318,W2017,B+,3.30,3.00,
PSYC318-201801,PSYC318,W2018,B,3.00,3.00,
PSYC318-201901,PSYC318,W2019,B+,3.30,3.00,
PSYC318-202101,PSYC318,W2021,B+,3.30,3.00,
PSYC318-202201,PSYC318,W2022,B-,2.70,3.00,
PSYC318-202301,PSYC318,W2023,B,3.00,3.00,
PSYC318-202401,PSYC318,W2024,B+,3.30,3.00,
PSYC319-202009,PSYC319,F2020,A-,3.70,3.00,
PSYC319-202109,PSYC319,F2021,A-,3.70,3.00,
PSYC319-202209,PSYC319,F2022,A,4.00,3.00,
PSYC328-201609,PSYC328,F2016,A-,3.70,3.00,
PSYC328-201709,PSYC328,F2017,A-,3.70,3.00,
PSYC328-201809,PSYC328,F2018,A-,3.70,3.00,
PSYC328-201905,PSYC328,S2019,B+,3.30,3.00,
PSYC328-201909,PSYC328,F2019,A-,3.70,3.00,
PSYC328-202009,PSYC328,F2020,A-,3.70,3.00,
PSYC328-202109,PSYC328,F2021,B+,3.30,3.00,
PSYC328-202209,PSYC328,F2022,A-,3.70,3.00,
PSYC331-202101,PSYC331,W2021,B+,3.30,3.00,
PSYC331-202201,PSYC331,W2022,B+,3.30,3.00,
PSYC331-202301,PSYC331,W2023,B+,3.30,3.00,
PSYC331-202401,PSYC331,W2024,B,3.00,3.00,
PSYC331-202501,PSYC331,W2025,B+,3.30,3.00,
PSYC332-201501,PSYC332,W2015,B+,3.30,3.00,
PSYC332-201601,PSYC332,W2016,B+,3.30,3.00,
PSYC332-201701,PSYC332,W2017,B+,3.30,3.00,
PSYC332-201801,PSYC332,W2018,B+,3.30,3.00,
PSYC332-201809,PSYC332,F2018,B+,3.30,3.00,
PSYC332-201909,PSYC332,F2019,B+,3.30,3.00,
PSYC332-202009,PSYC332,F2020,A-,3.70,3.00,
PSYC332-202105,PSYC332,S2021,A-,3.70,3.00,
PSYC332-202109,PSYC332,F2021,B+,3.30,3.00,
PSYC332-202209,PSYC332,F2022,B+,3.30,3.00,
PSYC332-202309,PSYC332,F2023,A-,3.70,3.00,
PSYC332-202409,PSYC332,F2024,A-,3.70,3.00,
PSYC333-201601,PSYC333,W2016,B,3.00,3.00,
PSYC333-201701,PSYC333,W2017,B,3.00,3.00,
PSYC333-201801,PSYC333,W2018,B,3.00,3.00,
PSYC333-201809,PSYC333,F2018,B,3.00,3.00,
PSYC333-202101,PSYC333,W2021,B+,3.30,3.00,
PSYC333-202201,PSYC333,W2022,B+,3.30,3.00,
PSYC333-202301,PSYC333,W2023,A-,3.70,3.00,
PSYC333-202401,PSYC333,W2024,B+,3.30,3.00,
PSYC333-202501,PSYC333,W2025,B+,3.30,3.00,
PSYC337-201409,PSYC337,F2014,B,3.00,3.00,
PSYC337-201609,PSYC337,F2016,B,3.00,3.00,
PSYC337-201801,PSYC337,W2018,B,3.00,3.00,
PSYC337-201901,PSYC337,W2019,B+,3.30,3.00,
PSYC337-201909,PSYC337,F2019,B+,3.30,3.00,
PSYC337-202009,PSYC337,F2020,A-,3.70,3.00,
PSYC337-202109,PSYC337,F2021,B,3.00,3.00,
PSYC337-202209,PSYC337,F2022,B,3.00,3.00,
PSYC337-202305,PSYC337,S2023,B+,3.30,3.00,
PSYC337-202401,PSYC337,W2024,B,3.00,3.00,
PSYC337-202405,PSYC337,S2024,B+,3.30,3.00,
PSYC337-202501,PSYC337,W2025,B+,3.30,3.00,
PSYC338-201601,PSYC338,W2016,B+,3.30,3.00,
PSYC338-201701,PSYC338,W2017,B,3.00,3.00,
PSYC339-202409,PSYC339,F2024,B,3.00,3.00,
PSYC341-201501,PSYC341,W2015,B,3.00,3.00,
PSYC342-201501,PSYC342,W2015,B+,3.30,3.00,
PSYC342-201601,PSYC342,W2016,B+,3.30,3.00,
PSYC342-201701,PSYC342,W2017,B+,3.30,3.00,
PSYC342-201801,PSYC342,W2018,B+,3.30,3.00,
PSYC342-201901,PSYC342,W2019,B+,3.30,3.00,
PSYC342-201909,PSYC342,F2019,B,3.00,3.00,
PSYC342-202101,PSYC342,W2021,A-,3.70,3.00,
PSYC342-202201,PSYC342,W2022,A-,3.70,3.00,
PSYC342-202301,PSYC342,W2023,A-,3.70,3.00,
PSYC342-202401,PSYC342,W2024,A-,3.70,3.00,
PSYC342-202501,PSYC342,W2025,A-,3.70,3.00,
PSYC351-202409,PSYC351,F2024,A-,3.70,3.00,
PSYC352-202409,PSYC352,F2024,A-,3.70,3.00,
PSYC353-202401,PSYC353,W2024,A,4.00,3.00,
PSYC380D2-201701,PSYC380D2,W2017,A,4.00,4.50,
PSYC380D2-201801,PSYC380D2,W2018,A,4.00,4.50,
PSYC380D2-202201,PSYC380D2,W2022,A,4.00,4.50,
PSYC380D2-202301,PSYC380D2,W2023,A,4.00,4.50,
PSYC380D2-202401,PSYC380D2,W2024,A,4.00,4.50,
PSYC380D2-202501,PSYC380D2,W2025,A,4.00,4.50,
PSYC403-201609,PSYC403,F2016,B+,3.30,3.00,
PSYC403-201705,PSYC403,S2017,B,3.00,3.00,
PSYC403-201709,PSYC403,F2017,B+,3.30,3.00,
PSYC403-201805,PSYC403,S2018,B,3.00,3.00,
PSYC403-201809,PSYC403,F2018,B+,3.30,3.00,
PSYC403-201909,PSYC403,F2019,B+,3.30,3.00,
PSYC403-202009,PSYC403,F2020,A-,3.70,3.00,
PSYC403-202109,PSYC403,F2021,B+,3.30,3.00,
PSYC403-202209,PSYC403,F2022,B,3.00,3.00,
PSYC403-202309,PSYC403,F2023,B+,3.30,3.00,
PSYC403-202409,PSYC403,F2024,B+,3.30,3.00,
PSYC406-201601,PSYC406,W2016,B+,3.30,3.00,
PSYC406-201609,PSYC406,F2016,B+,3.30,3.00,
PSYC406-201709,PSYC406,F2017,A-,3.70,3.00,
PSYC406-201809,PSYC406,F2018,B+,3.30,3.00,
PSYC406-201909,PSYC406,F2019,B+,3.30,3.00,
PSYC406-202009,PSYC406,F2020,A-,3.70,3.00,
PSYC406-202109,PSYC406,F2021,A-,3.70,3.00,
PSYC406-202209,PSYC406,F2022,B,3.00,3.00,
PSYC406-202401,PSYC406,W2024,A-,3.70,3.00,
PSYC406-202409,PSYC406,F2024,B+,3.30,3.00,
PSYC408-202101,PSYC408,W2021,A-,3.70,3.00,
PSYC408-202201,PSYC408,W2022,B+,3.30,3.00,
PSYC408-202309,PSYC408,F2023,B+,3.30,3.00,
PSYC408-202409,PSYC408,F2024,B+,3.30,3.00,
PSYC410-201701,PSYC410,W2017,A-,3.70,3.00,
PSYC410-201709,PSYC410,F2017,A-,3.70,3.00,
PSYC410-201809,PSYC410,F2018,B+,3.30,3.00,
PSYC410-201909,PSYC410,F2019,A-,3.70,3.00,
PSYC410-202009,PSYC410,F2020,A-,3.70,3.00,
PSYC410-202109,PSYC410,F2021,B+,3.30,3.00,
PSYC410-202301,PSYC410,W2023,B+,3.30,3.00,
PSYC411-202309,PSYC411,F2023,A-,3.70,3.00,
PSYC411-202409,PSYC411,F2024,A-,3.70,3.00,
PSYC412-201509,PSYC412,F2015,B+,3.30,3.00,
PSYC412-201701,PSYC412,W2017,B+,3.30,3.00,
PSYC412-201801,PSYC412,W2018,B+,3.30,3.00,
PSYC412-201901,PSYC412,W2019,B+,3.30,3.00,
PSYC412-202101,PSYC412,W2021,A-,3.70,3.00,
PSYC412-202201,PSYC412,W2022,A,4.00,3.00,
PSYC412-202301,PSYC412,W2023,A-,3.70,3.00,
PSYC412-202401,PSYC412,W2024,B+,3.30,3.00,
PSYC413-201809,PSYC413,F2018,B+,3.30,3.00,
PSYC413-202301,PSYC413,W2023,B,3.00,3.00,
PSYC413-202309,PSYC413,F2023,A-,3.70,3.00,
PSYC427-201801,PSYC427,W2018,A-,3.70,3.00,
PSYC427-202101,PSYC427,W2021,A-,3.70,3.00,
PSYC427-202401,PSYC427,W2024,B+,3.30,3.00,
PSYC433-201801,PSYC433,W2018,A-,3.70,3.00,
PSYC433-201901,PSYC433,W2019,B+,3.30,3.00,
PSYC433-202101,PSYC433,W2021,A-,3.70,3.00,
PSYC433-202201,PSYC433,W2022,B,3.00,3.00,
PSYC433-202209,PSYC433,F2022,B+,3.30,3.00,
PSYC433-202401,PSYC433,W2024,A-,3.70,3.00,
PSYC433-202501,PSYC433,W2025,A-,3.70,3.00,
PSYC436-201609,PSYC436,F2016,B,3.00,3.00,
PSYC436-201809,PSYC436,F2018,B+,3.30,3.00,
PSYC436-202009,PSYC436,F2020,A-,3.70,3.00,
PSYC436-202209,PSYC436,F2022,B,3.00,3.00,
PSYC439-202209,PSYC439,F2022,A,4.00,3.00,
PSYC439-202309,PSYC439,F2023,A,4.00,3.00,
PSYC439-202409,PSYC439,F2024,A,4.00,3.00,
PSYC443-202301,PSYC443,W2023,A-,3.70,3.00,
PSYC443-202401,PSYC443,W2024,A-,3.70,3.00,
PSYC443-202501,PSYC443,W2025,A-,3.70,3.00,
PSYC444-201801,PSYC444,W2018,B+,3.30,3.00,
PSYC444-201901,PSYC444,W2019,A-,3.70,3.00,
PSYC444-202009,PSYC444,F2020,A,4.00,3.00,
PSYC444-202109,PSYC444,F2021,A-,3.70,3.00,
PSYC444-202209,PSYC444,F2022,A-,3.70,3.00,
PSYC444-202309,PSYC444,F2023,A-,3.70,3.00,
PSYC444-202409,PSYC444,F2024,A,4.00,3.00,
PSYC471-201509,PSYC471,F2015,B+,3.30,3.00,
PSYC471-201701,PSYC471,W2017,B+,3.30,3.00,
PSYC471-201801,PSYC471,W2018,B+,3.30,3.00,
PSYC471-201805,PSYC471,S2018,B+,3.30,3.00,
PSYC471-201901,PSYC471,W2019,B+,3.30,3.00,
PSYC471-202101,PSYC471,W2021,A-,3.70,3.00,
PSYC471-202105,PSYC471,S2021,A-,3.70,3.00,
PSYC471-202201,PSYC471,W2022,B+,3.30,3.00,
PSYC471-202301,PSYC471,W2023,B+,3.30,3.00,
PSYC471-202401,PSYC471,W2024,B+,3.30,3.00,
PSYC473-201901,PSYC473,W2019,B,3.00,3.00,
PSYC473-202009,PSYC473,F2020,B+,3.30,3.00,
PSYC474-201909,PSYC474,F2019,B,3.00,3.00,
PSYC474-202309,PSYC474,F2023,A-,3.70,3.00,
PSYC474-202409,PSYC474,F2024,A-,3.70,3.00,
PSYC475-201909,PSYC475,F2019,B+,3.30,3.00,
PSYC482-201709,PSYC482,F2017,A,4.00,3.00,
PSYC482-202109,PSYC482,F2021,A,4.00,3.00,
PSYC494D2-202401,PSYC494D2,W2024,A,4.00,4.50,
PSYC498D2-202401,PSYC498D2,W2024,A,4.00,4.50,
PSYC502-202309,PSYC502,F2023,A,4.00,3.00,
PSYC502-202409,PSYC502,F2024,A-,3.70,3.00,
PSYC506-202409,PSYC506,F2024,A-,3.70,3.00,
PSYC513-202009,PSYC513,F2020,A,4.00,3.00,
PSYC513-202109,PSYC513,F2021,A-,3.70,3.00,
PSYC514-202101,PSYC514,W2021,A,4.00,3.00,
PSYC526-201701,PSYC526,W2017,B,3.00,3.00,
PSYC526-202109,PSYC526,F2021,A-,3.70,3.00,
PSYC526-202309,PSYC526,F2023,A-,3.70,3.00,
PSYC529-202101,PSYC529,W2021,A-,3.70,3.00,
PSYC532-201609,PSYC532,F2016,B+,3.30,3.00,
PSYC538-201701,PSYC538,W2017,A-,3.70,3.00,
PSYC538-201801,PSYC538,W2018,A,4.00,3.00,
PSYC538-201909,PSYC538,F2019,A-,3.70,3.00,
PSYC538-202009,PSYC538,F2020,A,4.00,3.00,
PSYC538-202209,PSYC538,F2022,A,4.00,3.00,
PSYC538-202309,PSYC538,F2023,A,4.00,3.00,
PSYC538-202409,PSYC538,F2024,A-,3.70,3.00,
PSYT199-201309,PSYT199,F2013,A-,3.70,3.00,
PSYT199-201409,PSYT199,F2014,A-,3.70,3.00,
PSYT199-201609,PSYT199,F2016,A,4.00,3.00,
PSYT199-201709,PSYT199,F2017,A,4.00,3.00,
PSYT199-201809,PSYT199,F2018,A,4.00,3.00,
PSYT199-202009,PSYT199,F2020,A-,3.70,3.00,
PSYT199-202109,PSYT199,F2021,A,4.00,3.00,
PSYT199-202209,PSYT199,F2022,A,4.00,3.00,
PSYT301-201601,PSYT301,W2016,B+,3.30,3.00,
PSYT301-201801,PSYT301,W2018,B,3.00,3.00,
PSYT301-202101,PSYT301,W2021,B+,3.30,3.00,
PSYT301-202209,PSYT301,F2022,A-,3.70,3.00,
PSYT301-202309,PSYT301,F2023,A-,3.70,3.00,
PSYT301-202409,PSYT301,F2024,A-,3.70,3.00,
PSYT500-202101,PSYT500,W2021,A,4.00,3.00,
PSYT500-202201,PSYT500,W2022,A-,3.70,3.00,
PSYT500-202301,PSYT500,W2023,A-,3.70,3.00,
PSYT500-202401,PSYT500,W2024,B+,3.30,3.00,
PSYT500-202501,PSYT500,W2025,A-,3.70,3.00,
PUB2101D2-201701,PUB2101D2,W2017,B,3.00,3.00,
PUB2101D2-201801,PUB2101D2,W2018,B,3.00,3.00,
PUB2101D2-201901,PUB2101D2,W2019,B,3.00,3.00,
PUB2101D2-202101,PUB2101D2,W2021,B,3.00,3.00,
PUB2101D2-202201,PUB2101D2,W2022,B,3.00,3.00,
PUB2101D2-202301,PUB2101D2,W2023,B,3.00,3.00,
PUB2105-202109,PUB2105,F2021,B,3.00,3.00,
PUB2105-202309,PUB2105,F2023,B+,3.30,3.00,
PUB2313-201709,PUB2313,F2017,B+,3.30,4.00,
PUB2313-201809,PUB2313,F2018,B,3.00,4.00,
PUB2313-202109,PUB2313,F2021,B,3.00,4.00,
PUB2313-202209,PUB2313,F2022,B,3.00,4.00,
PUB2401-201709,PUB2401,F2017,B,3.00,3.00,
PUB2401-201801,PUB2401,W2018,B+,3.30,3.00,
PUB2401-202109,PUB2401,F2021,B,3.00,3.00,
PUB2401-202201,PUB2401,W2022,B,3.00,3.00,
PUB2501-201809,PUB2501,F2018,B,3.00,3.00,
PUB2505-201809,PUB2505,F2018,B,3.00,3.00,
PUB3116-202101,PUB3116,W2021,B,3.00,3.00,
PUB3116-202201,PUB3116,W2022,B,3.00,3.00,
PUB3116-202301,PUB3116,W2023,B,3.00,3.00,
PUB3116D2-201701,PUB3116D2,W2017,B,3.00,2.00,
PUB3116D2-201801,PUB3116D2,W2018,B,3.00,2.00,
PUB3116D2-201901,PUB3116D2,W2019,B,3.00,2.00,
QCST200-201709,QCST200,F2017,B+,3.30,3.00,
QCST200-201909,QCST200,F2019,B,3.00,3.00,
QCST200-202109,QCST200,F2021,B+,3.30,3.00,
QCST200-202209,QCST200,F2022,B,3.00,3.00,
QCST200-202309,QCST200,F2023,B-,2.70,3.00,
QCST200-202409,QCST200,F2024,A,4.00,3.00,
REDM400-201701,REDM400,W2017,A,4.00,3.00,
RELG201-201509,RELG201,F2015,B+,3.30,3.00,
RELG201-201609,RELG201,F2016,B+,3.30,3.00,
RELG201-201709,RELG201,F2017,A-,3.70,3.00,
RELG201-201809,RELG201,F2018,A-,3.70,3.00,
RELG201-201909,RELG201,F2019,B+,3.30,3.00,
RELG201-202009,RELG201,F2020,A-,3.70,3.00,
RELG201-202109,RELG201,F2021,A-,3.70,3.00,
RELG201-202309,RELG201,F2023,A-,3.70,3.00,
RELG202-201301,RELG202,W2013,A,4.00,3.00,
RELG202-201701,RELG202,W2017,A-,3.70,3.00,
RELG202-201801,RELG202,W2018,A,4.00,3.00,
RELG202-201901,RELG202,W2019,A,4.00,3.00,
